55,90
50,65
85,85
80,60
75,70
50,60
90,60
80,75
50,85
70,55
75,65
55,75
55,50
90,75
70,100
55,75
75,100
100,50
90,90
65,90
60,75
60,80
100,90
55,80
75,50
95,55
55,100
70,60
85,85
100,55
55,85
80,60
90,55
55,100
60,70
65,80
95,65
50,90
70,85
60,85
75,50
50,90
55,100
65,100
75,75
55,80
55,65
55,85
70,75
70,60
70,80
100,55
75,70
90,75
80,85
95,80
70,50
100,100
90,60
55,60
75,85
100,50
85,75
55,55
50,55
60,85
75,60
65,50
65,60
95,55
100,60
80,85
90,90
85,65
80,70
70,80
75,100
65,60
100,50
55,55
50,85
95,85
50,80
90,95
90,95
100,90
95,65
75,65
55,80
55,90
75,100
50,65
85,50
85,55
85,85
90,100
55,50
90,50
100,60
80,75
85,50
80,80
70,55
50,75
60,100
80,50
70,75
85,50
85,55
75,80
100,65
90,60
75,75
75,100
90,55
50,70
85,70
90,100
65,65
80,75
80,65
85,80
60,60
75,100
65,85
55,90
95,60
85,55
85,100
90,95
75,75
85,95
80,55
80,90
80,65
60,80
65,90
55,60
80,65
95,100
75,75
100,55
95,65
55,95
50,65
80,80
90,50
100,70
90,65
50,95
65,55
60,50
85,90
55,95
60,50
90,55
100,60
70,85
50,90
80,55
75,65
55,70
100,95
55,55
55,85
