tampered,tampered_path,category,ground_truth,ground_truth_path,host,splice_source
Sp_D_NRN_A_art0022_art0023_0244.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_art0022_art0023_0244.jpg,splicing,Sp_D_NRN_A_art0022_art0023_0244_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_art0022_art0023_0244_gt.png,Au_art_0022.jpg,Au_art_0023.jpg
Sp_D_NRN_A_sec0088_ani0098_0561.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_sec0088_ani0098_0561.jpg,splicing,Sp_D_NRN_A_sec0088_ani0098_0561_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_sec0088_ani0098_0561_gt.png,Au_sec_0088.jpg,Au_ani_0098.jpg
Sp_D_NRN_A_nat0028_sec0029_0527.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_nat0028_sec0029_0527.jpg,splicing,Sp_D_NRN_A_nat0028_sec0029_0527_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_nat0028_sec0029_0527_gt.png,Au_nat_0028.jpg,Au_sec_0029.jpg
Sp_D_NND_A_sec0019_ani0006_0618.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_sec0019_ani0006_0618.jpg,splicing,Sp_D_NND_A_sec0019_ani0006_0618_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_sec0019_ani0006_0618_gt.png,Au_sec_0019.jpg,Au_ani_0006.jpg
Sp_D_NRN_A_arc0080_ani0045_0452.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_arc0080_ani0045_0452.jpg,splicing,Sp_D_NRN_A_arc0080_ani0045_0452_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_arc0080_ani0045_0452_gt.png,Au_arc_0080.jpg,Au_ani_0045.jpg
Sp_D_CRN_A_sec0062_cha0063_0399.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CRN_A_sec0062_cha0063_0399.jpg,splicing,Sp_D_CRN_A_sec0062_cha0063_0399_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CRN_A_sec0062_cha0063_0399_gt.png,Au_sec_0062.jpg,Au_cha_0063.jpg
Sp_D_NNN_A_txt0004_txt0035_0123.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_txt0004_txt0035_0123.jpg,splicing,Sp_D_NNN_A_txt0004_txt0035_0123_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_txt0004_txt0035_0123_gt.png,Au_txt_0004.jpg,Au_txt_0035.jpg
Sp_D_NND_A_cha0094_cha0089_0605.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_cha0094_cha0089_0605.jpg,splicing,Sp_D_NND_A_cha0094_cha0089_0605_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_cha0094_cha0089_0605_gt.png,Au_cha_0094.jpg,Au_cha_0089.jpg
Sp_D_NNN_A_sec0037_sec0006_0357.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_sec0037_sec0006_0357.jpg,splicing,Sp_D_NNN_A_sec0037_sec0006_0357_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_sec0037_sec0006_0357_gt.png,Au_sec_0037.jpg,Au_sec_0006.jpg
Sp_D_NNN_A_txt0024_txt0071_0133.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_txt0024_txt0071_0133.jpg,splicing,Sp_D_NNN_A_txt0024_txt0071_0133_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_txt0024_txt0071_0133_gt.png,Au_txt_0024.jpg,Au_txt_0071.jpg
Sp_D_NRN_A_art0093_art0059_0482.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_art0093_art0059_0482.jpg,splicing,Sp_D_NRN_A_art0093_art0059_0482_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_art0093_art0059_0482_gt.png,Au_art_0093.jpg,Au_art_0059.jpg
Sp_D_NND_A_ani0085_arc0089_0595.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_ani0085_arc0089_0595.jpg,splicing,Sp_D_NND_A_ani0085_arc0089_0595_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_ani0085_arc0089_0595_gt.png,Au_ani_0085.jpg,Au_arc_0089.jpg
Sp_D_NNN_A_sec0030_sec0033_0353.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_sec0030_sec0033_0353.jpg,splicing,Sp_D_NNN_A_sec0030_sec0033_0353_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_sec0030_sec0033_0353_gt.png,Au_sec_0030.jpg,Au_sec_0033.jpg
Sp_D_NRN_A_sec0046_ani0016_0558.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_sec0046_ani0016_0558.jpg,splicing,Sp_D_NRN_A_sec0046_ani0016_0558_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_sec0046_ani0016_0558_gt.png,Au_sec_0046.jpg,Au_ani_0016.jpg
Sp_D_NRN_A_sec0013_art0029_0547.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_sec0013_art0029_0547.jpg,splicing,Sp_D_NRN_A_sec0013_art0029_0547_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_sec0013_art0029_0547_gt.png,Au_sec_0013.jpg,Au_art_0029.jpg
Sp_D_CRN_A_arc0007_arc0005_0228.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CRN_A_arc0007_arc0005_0228.jpg,splicing,Sp_D_CRN_A_arc0007_arc0005_0228_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CRN_A_arc0007_arc0005_0228_gt.png,Au_arc_0007.jpg,Au_arc_0005.jpg
Sp_D_NNN_A_sec0003_cha0003_0347.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_sec0003_cha0003_0347.jpg,splicing,Sp_D_NNN_A_sec0003_cha0003_0347_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_sec0003_cha0003_0347_gt.png,Au_sec_0003.jpg,Au_cha_0003.jpg
Sp_D_CRN_A_cha0073_ani0090_0381.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CRN_A_cha0073_ani0090_0381.jpg,splicing,Sp_D_CRN_A_cha0073_ani0090_0381_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CRN_A_cha0073_ani0090_0381_gt.png,Au_cha_0073.jpg,Au_ani_0090.jpg
Sp_D_NNN_A_cha0089_ani0073_0314.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_cha0089_ani0073_0314.jpg,splicing,Sp_D_NNN_A_cha0089_ani0073_0314_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_cha0089_ani0073_0314_gt.png,Au_cha_0089.jpg,Au_ani_0073.jpg
Sp_D_NRN_A_cha0078_cha0099_0521.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_cha0078_cha0099_0521.jpg,splicing,Sp_D_NRN_A_cha0078_cha0099_0521_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_cha0078_cha0099_0521_gt.png,Au_cha_0078.jpg,Au_cha_0099.jpg
Sp_D_NRN_A_pla0095_ani0030_0541.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_pla0095_ani0030_0541.jpg,splicing,Sp_D_NRN_A_pla0095_ani0030_0541_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_pla0095_ani0030_0541_gt.png,Au_pla_0095.jpg,Au_ani_0030.jpg
Sp_D_CRN_A_nat0066_art0021_0386.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CRN_A_nat0066_art0021_0386.jpg,splicing,Sp_D_CRN_A_nat0066_art0021_0386_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CRN_A_nat0066_art0021_0386_gt.png,Au_nat_0066.jpg,Au_art_0021.jpg
Sp_D_NNN_A_txt0090_txt0092_0166.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_txt0090_txt0092_0166.jpg,splicing,Sp_D_NNN_A_txt0090_txt0092_0166_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_txt0090_txt0092_0166_gt.png,Au_txt_0090.jpg,Au_txt_0092.jpg
Sp_D_NRN_A_nat0083_arc0080_0445.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_nat0083_arc0080_0445.jpg,splicing,Sp_D_NRN_A_nat0083_arc0080_0445_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_nat0083_arc0080_0445_gt.png,Au_nat_0083.jpg,Au_arc_0080.jpg
Sp_D_NRN_A_arc0007_ani0015_0446.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_arc0007_ani0015_0446.jpg,splicing,Sp_D_NRN_A_arc0007_ani0015_0446_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_arc0007_ani0015_0446_gt.png,Au_arc_0007.jpg,Au_ani_0015.jpg
Sp_D_NNN_A_cha0085_ani0037_0313.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_cha0085_ani0037_0313.jpg,splicing,Sp_D_NNN_A_cha0085_ani0037_0313_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_cha0085_ani0037_0313_gt.png,Au_cha_0085.jpg,Au_ani_0037.jpg
Sp_D_NND_A_nat0023_nat0013_0608.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_nat0023_nat0013_0608.jpg,splicing,Sp_D_NND_A_nat0023_nat0013_0608_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_nat0023_nat0013_0608_gt.png,Au_nat_0023.jpg,Au_nat_0013.jpg
Sp_D_NRN_A_nat0065_art0065_0535.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_nat0065_art0065_0535.jpg,splicing,Sp_D_NRN_A_nat0065_art0065_0535_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_nat0065_art0065_0535_gt.png,Au_nat_0065.jpg,Au_art_0065.jpg
Sp_D_NRD_A_pla0070_pla0081_0183.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRD_A_pla0070_pla0081_0183.jpg,splicing,Sp_D_NRD_A_pla0070_pla0081_0183_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRD_A_pla0070_pla0081_0183_gt.png,Au_pla_0070.jpg,Au_pla_0081.jpg
Sp_D_NNN_A_txt0011_txt0098_0127.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_txt0011_txt0098_0127.jpg,splicing,Sp_D_NNN_A_txt0011_txt0098_0127_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_txt0011_txt0098_0127_gt.png,Au_txt_0011.jpg,Au_txt_0098.jpg
Sp_D_CNN_A_pla0070_pla0073_0273.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CNN_A_pla0070_pla0073_0273.jpg,splicing,Sp_D_CNN_A_pla0070_pla0073_0273_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CNN_A_pla0070_pla0073_0273_gt.png,Au_pla_0070.jpg,Au_pla_0073.jpg
Sp_D_NNN_A_sec0042_sec0046_0040.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_sec0042_sec0046_0040.jpg,splicing,Sp_D_NNN_A_sec0042_sec0046_0040_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_sec0042_sec0046_0040_gt.png,Au_sec_0042.jpg,Au_sec_0046.jpg
Sp_D_CNN_R_art0044_art0018_0278.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CNN_R_art0044_art0018_0278.jpg,splicing,Sp_D_CNN_R_art0044_art0018_0278_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CNN_R_art0044_art0018_0278_gt.png,Au_art_0044.jpg,Au_art_0018.jpg
Sp_D_NND_A_sec0067_ani0096_0620.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_sec0067_ani0096_0620.jpg,splicing,Sp_D_NND_A_sec0067_ani0096_0620_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_sec0067_ani0096_0620_gt.png,Au_sec_0067.jpg,Au_ani_0096.jpg
Sp_D_NRN_C_art0084_art0090_0566.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_C_art0084_art0090_0566.jpg,splicing,Sp_D_NRN_C_art0084_art0090_0566_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_C_art0084_art0090_0566_gt.png,Au_art_0084.jpg,Au_art_0090.jpg
Sp_D_NND_A_sec0009_ani0008_0616.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_sec0009_ani0008_0616.jpg,splicing,Sp_D_NND_A_sec0009_ani0008_0616_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_sec0009_ani0008_0616_gt.png,Au_sec_0009.jpg,Au_ani_0008.jpg
Sp_D_NRN_A_pla0094_pla0042_0540.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_pla0094_pla0042_0540.jpg,splicing,Sp_D_NRN_A_pla0094_pla0042_0540_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_pla0094_pla0042_0540_gt.png,Au_pla_0094.jpg,Au_pla_0042.jpg
Sp_D_NNN_A_sec0005_sec0002_0348.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_sec0005_sec0002_0348.jpg,splicing,Sp_D_NNN_A_sec0005_sec0002_0348_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_sec0005_sec0002_0348_gt.png,Au_sec_0005.jpg,Au_sec_0002.jpg
Sp_D_NRN_A_sec0044_cha0078_0555.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRN_A_sec0044_cha0078_0555.jpg,splicing,Sp_D_NRN_A_sec0044_cha0078_0555_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRN_A_sec0044_cha0078_0555_gt.png,Au_sec_0044.jpg,Au_cha_0078.jpg
Sp_D_NND_A_arc0025_arc0090_0185.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_arc0025_arc0090_0185.jpg,splicing,Sp_D_NND_A_arc0025_arc0090_0185_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_arc0025_arc0090_0185_gt.png,Au_arc_0025.jpg,Au_arc_0090.jpg
Sp_D_NND_A_ani0093_ani0075_0596.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_ani0093_ani0075_0596.jpg,splicing,Sp_D_NND_A_ani0093_ani0075_0596_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_ani0093_ani0075_0596_gt.png,Au_ani_0093.jpg,Au_ani_0075.jpg
Sp_D_NNN_A_cha0079_cha0002_0312.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_cha0079_cha0002_0312.jpg,splicing,Sp_D_NNN_A_cha0079_cha0002_0312_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_cha0079_cha0002_0312_gt.png,Au_cha_0079.jpg,Au_cha_0002.jpg
Sp_D_NNN_A_cha0092_sec0090_0316.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_cha0092_sec0090_0316.jpg,splicing,Sp_D_NNN_A_cha0092_sec0090_0316_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_cha0092_sec0090_0316_gt.png,Au_cha_0092.jpg,Au_sec_0090.jpg
Sp_D_NNN_A_pla0088_ani0024_0344.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NNN_A_pla0088_ani0024_0344.jpg,splicing,Sp_D_NNN_A_pla0088_ani0024_0344_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NNN_A_pla0088_ani0024_0344_gt.png,Au_pla_0088.jpg,Au_ani_0024.jpg
Sp_D_NND_A_ani0025_cha0014_0593.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_ani0025_cha0014_0593.jpg,splicing,Sp_D_NND_A_ani0025_cha0014_0593_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_ani0025_cha0014_0593_gt.png,Au_ani_0025.jpg,Au_cha_0014.jpg
Sp_D_NRD_A_nat0092_cha0019_0581.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NRD_A_nat0092_cha0019_0581.jpg,splicing,Sp_D_NRD_A_nat0092_cha0019_0581_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NRD_A_nat0092_cha0019_0581_gt.png,Au_nat_0092.jpg,Au_cha_0019.jpg
Sp_D_CNN_A_sec0041_pla0037_0098.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_CNN_A_sec0041_pla0037_0098.jpg,splicing,Sp_D_CNN_A_sec0041_pla0037_0098_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_CNN_A_sec0041_pla0037_0098_gt.png,Au_sec_0041.jpg,Au_pla_0037.jpg
Sp_D_NND_A_cha0042_arc0036_0601.jpg,/home/y/yuanbo/datasets/CASIA1.0/Tp/Sp/Sp_D_NND_A_cha0042_arc0036_0601.jpg,splicing,Sp_D_NND_A_cha0042_arc0036_0601_gt.png,/home/y/yuanbo/datasets/CASIA1.0/groundtruth/Sp/Sp_D_NND_A_cha0042_arc0036_0601_gt.png,Au_cha_0042.jpg,Au_arc_0036.jpg
